Data,Nome do Produto,Quantidade,Lucro
2022-12-23,Produto B,98,132.13
2023-01-25,Produto B,4,611.9
2022-07-16,Produto A,17,849.32
2022-07-26,Produto B,9,318.85
2022-07-06,Produto D,39,663.72
2023-11-07,Produto C,30,892.12
2023-04-03,Produto D,100,232.5
2023-05-08,Produto D,70,933.82
2023-05-06,Produto C,27,338.49
2023-11-09,Produto A,30,910.54
2023-09-19,Produto D,83,377.28
2022-07-06,Produto B,68,667.09
2024-03-22,Produto B,57,788.52
2023-05-14,Produto C,98,793.0
2022-09-21,Produto A,23,42.57
2023-06-24,Produto C,43,841.81
2023-01-10,Produto B,99,861.45
2023-04-01,Produto D,66,681.59
2023-08-17,Produto B,44,929.23
2023-09-27,Produto B,91,102.64
2024-06-22,Produto B,40,816.03
2023-08-05,Produto D,76,293.29
2022-07-21,Produto A,52,34.92
2023-12-29,Produto B,69,557.24
2022-11-27,Produto D,21,686.31
2022-07-20,Produto B,78,908.59
2023-11-06,Produto A,61,397.66
2022-09-14,Produto C,80,242.54
2023-03-23,Produto D,16,945.2
2022-10-05,Produto D,48,521.0
2022-08-07,Produto A,48,640.75
2023-01-20,Produto A,44,131.28
2023-01-27,Produto A,17,726.64
2023-11-18,Produto B,7,531.38
2024-05-12,Produto B,54,248.42
2023-02-08,Produto B,3,315.45
2023-11-21,Produto B,86,321.9
2022-12-31,Produto C,15,576.31
2023-06-18,Produto C,21,153.1
2022-11-04,Produto C,23,603.46
2024-04-12,Produto D,98,530.1
2022-10-20,Produto D,24,303.57
2022-08-29,Produto D,73,507.39
2023-07-30,Produto B,38,304.64
2024-06-03,Produto C,29,583.4
2023-03-02,Produto A,22,975.5
2024-04-14,Produto C,60,724.28
2023-08-02,Produto D,85,392.5
2023-06-04,Produto B,43,270.34
2023-04-08,Produto D,95,350.0
2023-02-06,Produto C,96,389.1
2023-06-21,Produto B,96,469.79
2024-06-13,Produto C,86,198.68
2023-12-18,Produto A,35,914.02
2023-09-22,Produto D,23,638.55
2023-03-11,Produto B,2,527.25
2023-09-14,Produto C,89,966.58
2023-10-16,Produto A,16,917.53
2023-02-15,Produto B,80,542.57
2023-02-01,Produto B,37,462.52
2024-04-13,Produto A,82,325.68
2022-09-15,Produto B,93,523.25
2023-05-07,Produto B,37,196.6
2023-03-15,Produto C,98,386.1
2023-07-01,Produto A,77,227.37
2023-06-29,Produto A,89,294.26
2023-07-08,Produto C,8,946.41
2024-02-24,Produto D,8,327.85
2022-10-25,Produto A,58,809.31
2024-01-02,Produto A,37,728.32
2023-12-12,Produto D,51,306.06
2023-01-04,Produto D,23,457.86
2023-09-24,Produto D,9,440.14
2024-05-07,Produto D,74,276.01
2023-06-11,Produto C,63,383.36
2022-12-06,Produto C,94,202.58
2022-07-13,Produto C,58,638.11
2023-08-27,Produto A,48,932.98
2023-01-15,Produto D,14,127.97
2024-03-08,Produto C,71,535.02
2022-07-07,Produto A,74,324.27
2023-07-03,Produto D,61,313.48
2023-01-05,Produto A,70,698.66
2022-09-22,Produto C,81,449.7
2023-01-19,Produto C,73,780.23
2024-02-13,Produto B,84,984.77
2022-08-24,Produto B,46,827.72
2023-02-15,Produto C,98,384.42
2023-02-26,Produto A,83,333.01
2024-06-11,Produto C,53,651.79
2023-09-06,Produto D,30,474.62
2024-02-17,Produto A,55,55.01
2022-08-26,Produto A,37,498.19
2024-05-19,Produto D,87,651.69
2023-10-20,Produto C,65,501.77
2023-01-16,Produto A,63,586.8
2024-05-01,Produto A,19,541.92
2024-03-05,Produto A,52,416.41
2022-12-23,Produto D,89,533.38
2023-02-05,Produto C,78,577.27
2023-03-26,Produto C,70,217.99
2024-05-09,Produto D,45,173.14
2023-06-17,Produto B,6,960.85
2023-08-26,Produto D,97,111.55
2023-12-07,Produto D,16,177.78
2022-10-05,Produto C,33,898.6
2024-02-18,Produto D,99,222.16
2024-06-03,Produto B,42,807.13
2023-10-19,Produto D,100,605.64
2023-11-03,Produto A,88,775.42
2023-10-14,Produto A,35,576.88
2023-12-09,Produto D,50,766.89
2022-09-13,Produto C,30,285.55
2023-07-08,Produto D,69,516.5
2023-05-12,Produto A,23,484.46
2024-05-22,Produto C,99,721.26
2024-02-25,Produto A,81,341.93
2024-06-12,Produto D,89,692.11
2023-06-18,Produto C,14,85.14
2023-06-05,Produto C,16,458.78
2023-07-03,Produto D,28,541.56
2022-12-04,Produto C,9,708.68
2022-07-31,Produto B,40,789.08
2023-08-09,Produto C,69,629.22
2022-10-18,Produto C,55,178.1
2022-11-10,Produto C,22,439.23
2023-06-21,Produto B,49,536.64
2024-01-22,Produto A,72,843.16
2023-01-31,Produto B,25,943.3
2023-03-03,Produto A,42,334.69
2023-05-21,Produto C,15,734.46
2023-03-25,Produto D,14,148.02
2023-09-13,Produto B,39,952.04
2024-04-29,Produto A,84,266.86
2023-11-24,Produto B,4,731.66
2024-05-09,Produto B,99,971.85
2023-08-11,Produto D,39,70.41
2023-06-16,Produto A,46,968.54
2023-10-19,Produto B,49,163.87
2022-10-09,Produto D,51,883.35
2023-02-09,Produto A,10,752.16
2024-01-27,Produto C,56,405.31
2023-01-25,Produto B,48,369.3
2024-01-22,Produto D,9,249.43
2024-01-15,Produto A,79,110.88
2023-07-20,Produto A,89,729.99
2023-12-03,Produto D,23,784.06
2022-12-07,Produto B,14,19.52
2023-05-12,Produto D,72,607.51
2023-08-25,Produto C,84,367.48
2023-11-18,Produto A,27,444.26
2024-02-24,Produto B,97,461.41
2024-04-22,Produto D,51,434.68
2023-03-11,Produto C,25,613.02
2024-03-12,Produto B,69,202.86
2022-10-19,Produto C,73,356.98
2023-01-12,Produto A,11,726.0
2024-03-25,Produto B,79,319.98
2023-07-06,Produto B,6,467.27
2023-07-24,Produto A,24,542.35
2023-04-23,Produto A,67,792.43
2023-05-21,Produto B,12,665.12
2022-08-25,Produto D,94,373.36
2023-01-05,Produto A,83,365.28
2024-02-25,Produto A,71,70.1
2023-03-18,Produto A,43,216.96
2024-05-14,Produto C,26,490.8
2023-11-30,Produto B,72,396.02
2023-01-30,Produto D,76,668.86
2023-10-29,Produto A,53,211.83
2024-03-09,Produto C,34,122.69
2023-12-27,Produto C,79,145.05
2023-10-18,Produto C,4,119.97
2022-08-27,Produto A,67,923.09
2024-02-14,Produto C,22,133.52
2023-11-26,Produto D,96,323.43
2022-12-08,Produto D,32,806.01
2024-04-12,Produto A,9,350.67
2023-04-19,Produto C,18,221.6
2022-10-29,Produto D,29,46.7
2022-08-10,Produto C,68,604.13
2022-12-22,Produto D,85,289.68
2023-07-14,Produto B,37,780.38
2022-11-23,Produto C,45,807.8
2022-12-27,Produto D,64,196.88
2024-06-21,Produto B,97,410.67
2022-07-25,Produto C,50,748.24
2023-10-28,Produto D,39,742.49
2023-10-31,Produto B,48,549.5
2023-02-25,Produto C,80,253.96
2024-03-07,Produto D,71,811.59
2023-02-19,Produto A,97,872.43
2023-12-25,Produto D,1,834.6
2023-11-09,Produto B,91,552.38
2024-01-06,Produto C,32,764.39
2024-03-28,Produto C,4,557.77
2022-08-04,Produto C,3,662.45
2023-05-28,Produto D,10,334.71
2023-10-02,Produto B,52,815.66
2023-01-23,Produto C,9,630.62
2023-07-27,Produto B,36,563.04
2024-01-20,Produto C,43,871.3
2023-08-04,Produto D,4,576.24
2024-02-22,Produto A,81,699.91
2024-02-17,Produto A,59,584.29
2023-06-03,Produto B,72,763.17
2023-11-23,Produto A,87,683.92
2023-11-27,Produto C,78,91.12
2024-03-05,Produto C,9,209.93
2024-02-01,Produto D,80,981.13
2023-01-26,Produto B,27,238.98
2022-07-21,Produto B,51,212.46
2022-09-25,Produto A,40,145.81
2023-10-28,Produto C,47,302.47
2022-09-17,Produto C,66,190.65
2023-11-20,Produto C,54,681.29
2023-02-04,Produto D,88,10.74
2024-01-02,Produto D,61,332.63
2024-04-23,Produto B,56,987.91
2023-09-03,Produto D,77,955.16
2022-08-07,Produto D,97,808.84
2023-04-22,Produto D,73,833.89
2023-08-24,Produto B,91,434.93
2022-07-10,Produto D,26,124.25
2023-01-04,Produto B,10,518.31
2023-07-29,Produto A,4,380.13
2023-07-19,Produto C,43,93.86
2023-01-28,Produto C,76,334.8
2024-04-18,Produto C,98,478.08
2023-01-25,Produto A,98,795.99
2023-05-06,Produto A,60,74.84
2022-08-06,Produto B,72,644.31
2024-01-13,Produto C,73,928.44
2022-10-13,Produto D,5,366.47
2022-11-17,Produto B,43,255.77
2023-09-14,Produto D,98,635.73
2022-09-29,Produto A,40,531.65
2023-08-19,Produto A,89,507.21
2023-04-26,Produto C,51,584.8
2024-01-16,Produto C,76,236.69
2024-02-06,Produto D,63,919.05
2022-07-16,Produto C,94,605.35
2023-08-24,Produto B,28,28.0
2022-08-31,Produto D,27,46.21
2023-09-10,Produto A,4,330.17
2022-12-14,Produto C,52,526.58
2022-11-15,Produto A,77,716.38
2023-05-01,Produto C,15,444.01
2022-12-11,Produto B,49,458.17
2023-09-21,Produto C,25,130.5
2024-06-06,Produto B,7,399.94
2023-01-17,Produto C,40,377.14
2022-08-26,Produto B,48,412.4
2023-01-26,Produto A,21,668.95
2023-06-23,Produto D,88,70.77
2022-08-09,Produto B,62,877.77
2024-05-25,Produto B,8,756.46
2022-11-15,Produto C,59,618.26
2022-12-05,Produto B,95,806.38
2024-01-29,Produto B,50,495.37
2024-01-29,Produto C,9,234.42
2023-04-21,Produto C,59,206.62
2023-07-22,Produto D,4,235.85
2023-08-06,Produto C,18,478.7
2022-11-29,Produto C,38,507.43
2023-12-07,Produto A,52,771.22
2022-09-01,Produto C,69,511.19
2023-07-08,Produto C,81,853.87
2023-12-08,Produto B,44,947.71
2024-02-29,Produto C,12,913.84
2023-02-12,Produto C,18,295.18
2023-11-20,Produto B,18,444.7
2022-09-22,Produto D,2,848.78
2023-09-05,Produto D,66,365.59
2022-11-12,Produto D,51,443.66
2023-03-18,Produto C,59,284.5
2022-11-27,Produto A,92,368.02
2023-06-15,Produto D,31,706.09
2022-10-29,Produto A,59,626.93
2023-04-30,Produto B,5,78.04
2022-09-21,Produto C,18,339.93
2022-08-12,Produto D,44,157.85
2023-03-19,Produto B,76,419.44
2023-05-09,Produto B,48,874.32
2022-09-13,Produto A,66,443.07
2024-06-21,Produto B,5,310.06
2022-11-12,Produto D,41,190.67
2024-01-22,Produto C,40,643.63
2023-02-21,Produto C,78,383.97
2024-02-22,Produto B,92,733.43
2023-11-09,Produto D,90,217.7
2023-07-04,Produto C,6,658.68
2023-12-24,Produto B,15,220.02
2022-08-27,Produto B,9,512.31
2024-04-03,Produto C,75,247.27
2022-12-04,Produto D,1,28.13
2024-01-06,Produto C,85,872.69
2023-11-21,Produto A,24,58.4
2023-08-17,Produto B,81,446.94
2024-05-10,Produto C,60,671.26
2023-07-29,Produto D,66,386.39
2023-12-24,Produto A,55,269.87
2022-10-17,Produto A,53,29.77
2022-10-28,Produto C,51,268.83
2023-02-11,Produto C,29,690.88
2023-07-01,Produto C,34,444.23
2024-06-13,Produto B,38,923.94
2023-05-22,Produto B,75,16.74
2023-02-07,Produto A,99,278.75
2024-04-20,Produto B,32,900.44
2023-03-24,Produto D,74,914.63
2023-12-01,Produto A,58,497.07
2024-02-06,Produto A,81,255.17
2023-05-06,Produto A,24,277.46
2023-09-22,Produto A,5,782.08
2024-03-05,Produto D,54,192.87
2023-12-22,Produto B,19,424.08
2022-07-21,Produto B,90,236.78
2023-07-22,Produto A,19,264.08
2023-03-08,Produto B,29,850.93
2024-04-01,Produto D,35,682.6
2024-02-22,Produto B,65,335.65
2022-09-21,Produto C,66,240.76
2024-03-04,Produto B,77,960.45
2022-07-18,Produto D,80,516.92
2023-05-15,Produto A,72,609.85
2023-04-21,Produto D,65,873.66
2023-07-29,Produto B,96,803.87
2024-06-14,Produto D,10,932.49
2023-07-01,Produto C,1,231.35
2022-09-25,Produto C,65,997.99
2024-02-10,Produto A,3,439.87
2023-12-04,Produto A,11,101.55
2024-06-19,Produto A,24,550.88
2024-06-09,Produto A,13,352.71
2022-09-15,Produto B,62,19.04
2023-10-23,Produto D,82,800.33
2023-05-18,Produto C,31,105.36
2022-12-03,Produto D,99,90.33
2023-01-19,Produto D,48,298.25
2023-06-01,Produto D,20,660.73
2024-05-30,Produto B,56,689.55
2022-08-29,Produto D,47,570.51
2022-10-10,Produto A,9,492.12
2023-09-30,Produto B,13,745.54
2023-10-10,Produto A,18,589.84
2022-10-22,Produto A,54,423.63
2024-01-28,Produto D,30,352.13
2024-01-22,Produto C,93,676.74
2022-07-16,Produto C,45,440.73
2023-11-11,Produto B,14,150.52
2023-06-17,Produto C,36,713.44
2024-01-19,Produto B,84,45.32
2024-01-01,Produto D,99,740.82
2024-01-29,Produto C,26,920.82
2022-09-06,Produto B,74,658.02
2022-10-29,Produto C,10,806.5
2023-03-16,Produto A,34,942.32
2024-05-20,Produto C,6,595.31
2024-06-05,Produto A,19,714.58
2023-10-30,Produto A,31,261.68
2023-03-10,Produto D,54,953.98
2024-06-23,Produto B,87,389.18
2024-02-06,Produto B,90,922.08
2023-11-18,Produto D,76,507.64
2022-08-30,Produto C,50,207.82
2023-05-06,Produto A,20,806.24
2022-10-25,Produto D,4,639.23
2023-02-20,Produto C,85,87.92
2023-02-27,Produto B,81,170.79
2023-03-09,Produto A,45,188.38
2023-06-02,Produto D,29,883.22
2023-06-23,Produto B,28,246.35
2024-06-18,Produto B,75,22.66
2022-12-18,Produto A,4,123.2
2023-03-14,Produto C,43,580.59
2022-07-15,Produto C,18,133.14
2024-02-02,Produto C,45,152.81
2023-03-25,Produto A,43,752.24
2023-05-08,Produto D,68,552.75
2023-01-23,Produto D,35,335.74
2022-07-26,Produto B,89,718.69
2023-09-10,Produto C,27,27.37
2022-10-11,Produto A,85,985.32
2024-06-09,Produto C,78,403.58
2023-02-27,Produto D,45,550.74
2023-02-10,Produto D,75,146.11
2024-05-20,Produto C,98,496.18
2022-10-25,Produto B,24,846.39
2023-11-30,Produto D,65,491.07
2023-03-05,Produto B,43,743.87
2023-11-16,Produto C,22,433.4
2022-11-04,Produto C,47,471.76
2022-09-19,Produto D,17,847.56
2024-02-13,Produto A,40,149.35
2023-02-04,Produto A,92,898.36
2023-12-26,Produto A,52,955.93
2023-07-11,Produto C,28,103.7
2022-10-19,Produto C,100,457.43
2024-03-07,Produto D,26,935.0
2023-10-14,Produto B,96,333.79
2023-03-16,Produto A,9,750.77
2023-04-23,Produto B,38,64.48
2023-02-21,Produto C,51,145.47
2023-11-23,Produto D,53,115.55
2023-01-27,Produto B,13,494.92
2023-10-21,Produto A,42,45.83
2024-01-30,Produto A,96,860.12
2023-01-31,Produto D,86,203.85
2023-01-18,Produto D,87,827.57
2023-08-07,Produto B,56,853.7
2023-02-16,Produto C,60,448.71
2022-12-04,Produto B,93,780.31
2024-02-04,Produto A,100,809.72
2022-12-20,Produto B,93,280.12
2023-12-19,Produto A,52,267.1
2022-11-08,Produto A,50,832.94
2024-04-27,Produto D,31,777.28
2023-12-19,Produto C,64,346.77
2023-10-18,Produto D,79,269.04
2023-04-06,Produto C,54,208.91
2023-05-05,Produto C,65,182.93
2024-03-21,Produto D,1,950.58
2023-04-24,Produto B,82,555.22
2023-11-21,Produto D,31,862.75
2024-05-20,Produto A,19,181.31
2023-05-20,Produto B,13,747.5
2023-10-04,Produto A,48,775.64
2024-02-02,Produto A,11,644.71
2023-11-28,Produto D,68,763.87
2022-10-28,Produto D,86,753.3
2023-12-23,Produto C,6,736.48
2022-11-13,Produto A,85,453.98
2023-07-25,Produto A,93,689.65
2023-03-11,Produto A,11,928.33
2022-10-10,Produto C,24,543.51
2022-09-05,Produto C,59,742.15
2023-09-18,Produto A,100,930.8
2024-03-15,Produto D,39,447.28
2023-03-04,Produto C,4,862.63
2024-01-19,Produto A,28,967.13
2023-08-25,Produto A,76,670.83
2024-05-14,Produto D,92,412.8
2022-09-08,Produto C,69,307.09
2023-09-20,Produto B,47,204.88
2022-11-03,Produto B,66,220.13
2022-10-22,Produto A,20,683.06
2024-05-24,Produto B,64,633.89
2022-08-29,Produto D,80,601.23
2023-01-06,Produto C,15,557.23
2023-11-10,Produto C,36,881.87
2022-12-14,Produto C,59,448.85
2023-11-20,Produto C,74,27.39
2023-06-06,Produto C,87,131.87
2023-12-12,Produto B,26,154.96
2022-10-17,Produto D,25,858.95
2023-11-05,Produto A,22,714.58
2023-03-08,Produto D,85,541.62
2023-04-25,Produto D,70,463.64
2023-11-22,Produto C,60,313.59
2022-07-11,Produto C,11,676.44
2024-04-28,Produto C,28,583.59
2023-03-10,Produto D,95,561.63
2023-12-23,Produto C,45,104.19
2022-07-24,Produto B,36,22.72
2022-10-03,Produto A,48,299.91
2022-10-07,Produto C,72,530.81
2024-04-29,Produto A,47,354.6
2022-11-24,Produto A,69,335.24
2023-08-29,Produto B,40,646.02
2022-09-07,Produto A,14,251.78
2023-07-11,Produto A,73,938.38
2023-09-22,Produto B,54,585.03
2023-06-09,Produto A,69,239.93
2023-10-26,Produto C,52,192.29
2024-03-04,Produto A,30,915.68
2023-08-07,Produto B,71,551.24
2022-11-01,Produto D,98,460.12
2023-01-09,Produto B,82,425.42
2023-05-19,Produto D,100,22.79
2023-03-08,Produto C,50,337.19
2024-01-27,Produto C,8,529.58
2023-12-03,Produto B,59,712.32
2022-12-30,Produto D,38,100.5
2023-09-28,Produto D,89,432.88
2024-02-13,Produto A,46,849.26
2022-09-18,Produto D,94,225.83
2023-04-01,Produto C,14,507.44
2022-09-28,Produto A,13,70.13
2024-03-08,Produto B,15,44.03
2024-05-05,Produto C,57,784.55
2022-10-28,Produto D,86,628.57
2023-02-22,Produto B,26,805.08
2022-08-03,Produto D,21,391.0
2023-09-04,Produto A,74,894.72
2023-07-07,Produto C,60,651.84
2022-11-21,Produto A,82,892.24
2024-02-17,Produto D,50,608.72
2023-11-30,Produto A,95,708.09
2023-06-18,Produto A,78,470.26
2022-11-27,Produto D,96,24.85
2023-07-14,Produto C,81,176.26
2022-09-03,Produto B,37,264.23
2023-01-12,Produto D,74,259.5
2023-06-05,Produto A,76,847.64
2023-07-15,Produto A,100,508.65
2023-07-18,Produto C,12,318.53
2024-01-12,Produto A,45,469.15
2022-07-27,Produto A,27,742.83
2024-06-16,Produto B,94,724.81
2023-01-15,Produto A,1,862.76
2023-05-04,Produto D,87,183.8
2022-10-15,Produto D,54,937.71
2024-03-09,Produto B,14,386.07
2023-09-14,Produto A,70,307.02
2023-05-19,Produto B,78,933.66
2022-09-17,Produto D,30,254.82
2022-10-25,Produto B,28,285.44
2024-04-14,Produto D,32,676.62
2023-10-14,Produto D,44,675.61
2023-01-16,Produto A,23,516.95
2024-02-10,Produto D,79,934.58
2023-03-05,Produto A,77,52.37
2024-02-06,Produto C,45,189.19
2023-02-04,Produto A,64,909.19
2022-07-07,Produto C,65,865.1
2023-01-02,Produto B,45,543.36
2023-03-06,Produto C,3,809.37
2023-06-01,Produto C,45,61.21
2023-10-01,Produto D,24,982.02
2023-01-06,Produto A,87,382.16
2023-09-09,Produto C,98,514.09
2024-05-12,Produto D,18,496.91
2023-12-26,Produto A,43,638.67
2023-09-14,Produto B,89,665.9
2022-08-03,Produto C,61,478.38
2022-10-29,Produto C,25,722.73
2024-01-15,Produto A,29,522.37
2023-04-25,Produto C,90,878.3
2023-08-21,Produto D,24,123.72
2023-01-25,Produto D,86,151.71
2022-10-14,Produto C,42,315.32
2023-01-23,Produto D,69,415.19
2023-04-12,Produto A,81,425.82
2023-05-04,Produto A,86,81.64
2022-11-29,Produto A,73,34.14
2023-07-08,Produto A,44,612.27
2022-10-08,Produto B,73,216.45
2023-05-26,Produto D,40,83.63
2023-06-27,Produto C,95,995.78
2022-12-25,Produto B,63,403.29
2023-04-25,Produto D,23,652.63
2024-01-28,Produto A,29,363.47
2024-01-17,Produto C,64,83.85
2024-04-06,Produto A,33,750.2
2022-08-06,Produto C,98,601.77
2023-03-05,Produto D,12,217.28
2023-04-20,Produto B,45,696.69
2022-08-14,Produto B,46,649.45
2023-03-27,Produto C,43,969.83
2022-08-22,Produto C,12,150.46
2022-09-24,Produto B,62,411.4
2022-10-10,Produto B,75,222.42
2022-12-22,Produto C,100,573.28
2024-06-15,Produto D,19,227.55
2024-04-22,Produto D,14,730.13
2024-04-30,Produto A,65,695.61
2023-04-27,Produto A,93,997.13
2023-11-19,Produto D,43,322.7
2022-09-21,Produto C,33,665.35
2022-11-24,Produto D,100,421.24
2023-05-02,Produto A,3,571.78
2023-08-22,Produto A,76,333.92
2023-06-03,Produto C,94,117.21
2022-07-07,Produto A,99,544.49
2023-12-03,Produto A,63,394.07
2023-08-19,Produto B,41,814.83
2024-04-05,Produto A,42,263.4
2024-04-13,Produto D,21,103.14
2022-10-24,Produto D,32,357.19
2024-01-05,Produto A,17,619.22
2024-03-18,Produto B,51,563.49
2023-02-05,Produto C,42,352.21
2022-12-21,Produto C,31,212.22
2024-03-25,Produto C,44,179.08
2022-12-10,Produto A,71,543.41
2023-12-18,Produto C,59,137.06
2024-01-11,Produto D,78,113.7
2023-06-17,Produto A,16,620.43
2023-02-15,Produto B,9,785.23
2022-07-09,Produto B,92,311.94
2023-05-06,Produto D,33,645.53
2022-11-21,Produto B,26,161.05
2023-04-20,Produto A,71,900.11
2023-11-06,Produto D,37,992.92
2023-02-25,Produto C,13,754.9
2022-11-25,Produto C,38,339.57
2022-07-21,Produto C,6,548.22
2023-06-03,Produto A,33,859.46
2022-08-24,Produto A,16,897.89
2022-11-26,Produto C,20,732.58
2023-05-09,Produto B,58,549.91
2024-02-04,Produto D,96,834.09
2022-12-01,Produto B,48,996.14
2024-03-22,Produto D,36,252.33
2024-04-25,Produto C,16,175.69
2024-05-20,Produto C,10,105.95
2023-07-08,Produto B,83,885.79
2022-12-23,Produto D,47,972.17
2023-07-14,Produto D,42,51.69
2022-09-29,Produto D,26,561.75
2023-01-09,Produto D,63,565.7
2023-09-03,Produto C,10,368.98
2022-10-07,Produto D,63,978.15
2023-07-26,Produto D,87,329.25
2023-11-24,Produto C,11,949.32
2022-07-16,Produto C,88,182.34
2023-10-22,Produto A,80,363.88
2023-04-14,Produto D,99,167.96
2023-09-29,Produto A,39,75.73
2024-03-13,Produto A,8,949.12
2023-11-20,Produto A,96,766.93
2023-12-24,Produto B,3,707.42
2023-07-13,Produto B,3,908.67
2022-12-06,Produto C,92,795.68
2023-09-30,Produto A,86,870.26
2024-03-05,Produto C,30,728.89
2023-08-11,Produto D,51,363.46
2023-04-14,Produto B,21,622.72
2024-03-08,Produto B,78,13.59
2022-08-30,Produto C,41,722.09
2022-10-30,Produto B,99,751.2
2023-11-09,Produto A,37,288.92
2022-08-10,Produto B,27,763.7
2023-09-07,Produto D,27,264.65
2024-06-04,Produto D,47,797.54
2023-08-29,Produto B,58,899.85
2022-08-20,Produto D,78,617.66
2022-11-07,Produto B,7,554.43
2022-08-28,Produto B,86,892.17
2024-05-18,Produto D,66,876.83
2023-10-19,Produto C,37,640.08
2022-09-06,Produto D,36,882.03
2023-05-06,Produto B,39,148.62
2024-01-16,Produto C,47,366.32
2022-07-25,Produto D,99,69.43
2024-04-20,Produto B,65,653.99
2024-01-29,Produto D,93,477.99
2023-03-09,Produto A,44,373.11
2023-07-18,Produto A,93,385.87
2022-09-29,Produto A,30,688.75
2024-03-22,Produto D,55,545.24
2023-04-04,Produto D,25,276.28
2023-12-09,Produto D,75,756.32
2023-04-01,Produto C,62,399.37
2022-11-07,Produto D,50,978.1
2023-02-25,Produto D,99,859.31
2023-03-13,Produto D,20,281.83
2023-07-03,Produto A,65,743.2
2023-04-22,Produto B,4,41.61
2023-04-12,Produto B,99,463.09
2023-12-02,Produto A,43,883.33
2023-03-17,Produto C,37,499.95
2023-10-09,Produto A,37,20.46
2024-02-12,Produto C,94,595.64
2023-11-19,Produto B,8,103.61
2023-10-06,Produto C,38,12.94
2023-01-27,Produto B,61,950.02
2022-12-13,Produto D,47,54.28
2024-04-08,Produto A,63,466.9
2023-03-05,Produto A,49,883.7
2023-06-03,Produto D,71,74.23
2023-09-29,Produto D,71,482.76
2023-03-12,Produto A,23,247.51
2023-10-31,Produto C,43,831.77
2022-08-09,Produto D,57,352.07
2023-06-13,Produto A,56,701.98
2022-07-06,Produto A,64,168.52
2023-10-29,Produto A,77,55.96
2023-05-01,Produto B,43,106.77
2023-07-07,Produto A,96,803.15
2023-08-01,Produto D,66,343.65
2023-04-16,Produto C,43,142.05
2023-03-10,Produto A,7,663.64
2023-06-27,Produto A,67,340.11
2023-07-03,Produto A,94,730.57
2023-02-17,Produto B,70,795.16
2024-02-18,Produto D,66,285.54
2024-05-27,Produto D,58,87.11
2023-06-26,Produto C,51,794.85
2022-12-11,Produto C,50,799.39
2022-09-13,Produto C,66,619.9
2023-04-13,Produto B,65,150.39
2024-06-13,Produto A,6,757.69
2024-05-15,Produto D,65,546.67
2022-12-11,Produto D,27,325.38
2022-09-25,Produto C,17,233.97
2023-11-27,Produto A,46,242.0
2023-09-20,Produto C,10,69.99
2023-04-19,Produto B,70,897.99
2022-11-19,Produto A,35,524.55
2022-09-27,Produto A,62,427.03
2024-01-01,Produto B,75,547.26
2024-02-10,Produto B,34,709.13
2024-02-05,Produto C,25,592.14
2023-05-08,Produto B,59,783.76
2022-12-07,Produto A,5,378.38
2022-10-31,Produto C,47,892.47
2023-05-11,Produto D,17,206.29
2023-12-08,Produto D,31,738.28
2023-06-14,Produto C,7,676.09
2022-09-20,Produto B,13,80.56
2024-05-01,Produto B,82,837.5
2022-11-18,Produto C,85,109.88
2024-06-04,Produto C,89,125.14
2024-01-19,Produto C,26,137.14
2023-02-22,Produto B,24,627.71
2024-01-16,Produto D,58,636.36
2023-09-24,Produto D,71,659.54
2023-02-01,Produto B,55,162.01
2022-08-16,Produto B,93,658.21
2024-06-04,Produto A,41,349.71
2022-09-06,Produto C,76,337.34
2023-02-24,Produto D,78,551.84
2023-07-30,Produto C,70,511.41
2022-08-11,Produto C,83,13.94
2022-08-22,Produto D,53,352.12
2022-07-11,Produto D,33,72.38
2023-08-07,Produto D,58,563.77
2022-09-07,Produto B,53,788.58
2022-08-01,Produto D,31,520.7
2023-03-04,Produto B,52,256.35
2023-03-22,Produto D,61,122.22
2024-06-23,Produto C,45,531.22
2022-09-18,Produto D,59,780.08
2023-12-04,Produto D,98,221.73
2024-02-16,Produto A,66,925.78
2024-04-25,Produto D,27,543.24
2023-02-24,Produto C,3,268.92
2022-11-21,Produto C,92,810.56
2024-03-04,Produto B,59,631.11
2023-08-13,Produto B,66,598.54
2023-03-25,Produto B,79,179.72
2024-04-07,Produto C,65,139.56
2024-04-04,Produto B,58,557.94
2023-06-24,Produto A,41,581.31
2022-08-11,Produto C,70,905.81
2024-01-03,Produto D,10,405.42
2022-12-02,Produto D,24,583.01
2023-10-02,Produto D,38,710.56
2023-01-09,Produto D,73,583.11
2023-08-21,Produto D,83,648.17
2024-03-31,Produto A,28,370.62
2023-02-27,Produto D,95,383.17
2024-01-26,Produto B,9,246.52
2023-03-29,Produto A,10,970.25
2022-09-22,Produto D,30,197.44
2022-07-21,Produto B,65,274.71
2024-01-14,Produto C,91,834.79
2023-05-14,Produto D,6,442.78
2022-07-17,Produto A,32,187.54
2023-08-30,Produto B,66,588.02
2023-08-26,Produto C,4,143.54
2022-10-24,Produto C,4,693.96
2023-08-08,Produto B,39,807.31
2022-11-13,Produto B,56,604.47
2023-12-09,Produto B,3,145.8
2023-08-06,Produto B,71,868.28
2023-10-13,Produto B,38,593.84
2023-04-05,Produto B,89,410.86
2022-12-26,Produto C,3,187.57
2023-09-23,Produto D,5,828.91
2022-10-24,Produto A,88,415.59
2022-07-30,Produto B,94,24.95
2023-07-29,Produto C,72,584.64
2022-08-05,Produto C,92,946.52
